IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.242.36.78,2053,2053,true,HKG,Asia Pacific,Hong Kong,131,5.85
8.222.162.45,8880,8880,false,SIN,Asia Pacific,Singapore,6,5.85
8.222.180.86,8080,8080,false,SIN,Asia Pacific,Singapore,11,5.85
47.242.54.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,5.85
8.217.250.5,8080,8080,false,HKG,Asia Pacific,Hong Kong,73,5.84
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,16,5.84
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,41,5.83
8.217.207.60,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,5.83
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,11,5.83
47.243.67.28,80,80,false,HKG,Asia Pacific,Hong Kong,42,5.83
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,14,5.83
47.243.90.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,5.83
47.243.90.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,5.83
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,5.82
8.217.164.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,5.82
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,5.82
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,34,5.82
47.236.83.239,2096,2096,true,SIN,Asia Pacific,Singapore,48,5.82
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,62,5.81
47.237.95.140,2053,2053,true,SIN,Asia Pacific,Singapore,168,5.81
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,55,5.81
47.243.74.220,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,5.81
47.242.155.183,8443,8443,true,HKG,Asia Pacific,Hong Kong,86,5.81
8.222.179.231,2095,2095,false,SIN,Asia Pacific,Singapore,26,5.80
47.242.202.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,80,5.80
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,54,5.80
8.209.97.61,443,443,true,FRA,Europe,Frankfurt,250,5.80
47.237.95.140,2052,2052,false,SIN,Asia Pacific,Singapore,17,5.80
8.222.134.170,2096,2096,true,SIN,Asia Pacific,Singapore,58,5.80
47.243.139.85,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,5.80
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,57,5.80
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,5.79
8.222.165.117,2087,2087,true,SIN,Asia Pacific,Singapore,45,5.79
47.237.10.1,2096,2096,true,SIN,Asia Pacific,Singapore,104,5.79
47.237.95.156,80,80,false,SIN,Asia Pacific,Singapore,13,5.79
8.219.104.37,2086,2086,false,SIN,Asia Pacific,Singapore,31,5.79
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,5.79
8.217.91.121,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,5.79
8.219.248.47,2086,2086,false,SIN,Asia Pacific,Singapore,6,5.79
47.76.32.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,5.78
47.243.183.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,5.78
8.219.220.88,2087,2087,true,SIN,Asia Pacific,Singapore,54,5.78
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,20,5.77
8.219.170.232,2053,2053,true,SIN,Asia Pacific,Singapore,73,5.77
8.210.3.24,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,5.77
47.237.86.185,2087,2087,true,SIN,Asia Pacific,Singapore,111,5.77
47.236.87.246,2053,2053,true,SIN,Asia Pacific,Singapore,65,5.77
47.236.125.62,2052,2052,false,NRT,Asia Pacific,Tokyo,99,5.77
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,10,5.76
8.210.34.188,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,5.76
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,34,5.76
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,17,5.76
8.222.162.45,2095,2095,false,SIN,Asia Pacific,Singapore,5,5.75
8.218.188.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,5.75
8.222.183.242,2087,2087,true,SIN,Asia Pacific,Singapore,35,5.75
47.237.84.173,80,80,false,SIN,Asia Pacific,Singapore,31,5.75
47.237.10.1,8443,8443,true,SIN,Asia Pacific,Singapore,81,5.75
47.237.10.1,2087,2087,true,SIN,Asia Pacific,Singapore,35,5.75
8.210.175.109,8443,8443,true,HKG,Asia Pacific,Hong Kong,52,5.74
8.219.6.150,8080,8080,false,SIN,Asia Pacific,Singapore,20,5.74
47.236.144.208,2087,2087,true,SIN,Asia Pacific,Singapore,67,5.74
8.219.4.122,80,80,false,SIN,Asia Pacific,Singapore,17,5.74
8.222.174.108,2087,2087,true,SIN,Asia Pacific,Singapore,88,5.74
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,13,5.74
47.236.75.113,2052,2052,false,SIN,Asia Pacific,Singapore,23,5.74
8.219.201.8,2087,2087,true,SIN,Asia Pacific,Singapore,47,5.74
47.91.75.10,443,443,true,FRA,Europe,Frankfurt,274,5.74
8.218.3.12,2087,2087,true,HKG,Asia Pacific,Hong Kong,110,5.74
47.236.9.152,2095,2095,false,SIN,Asia Pacific,Singapore,27,5.73
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,11,5.73
8.210.146.108,80,80,false,HKG,Asia Pacific,Hong Kong,44,5.73
8.222.249.190,2095,2095,false,SIN,Asia Pacific,Singapore,29,5.73
47.254.146.111,443,443,true,FRA,Europe,Frankfurt,250,5.73
8.218.181.189,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,5.73
47.237.83.20,8080,8080,false,SIN,Asia Pacific,Singapore,25,5.73
8.222.137.192,2095,2095,false,SIN,Asia Pacific,Singapore,41,5.73
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,44,5.72
8.210.156.6,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,5.72
47.236.172.71,80,80,false,SIN,Asia Pacific,Singapore,44,5.72
8.218.222.36,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,5.72
8.222.191.138,8443,8443,true,SIN,Asia Pacific,Singapore,29,5.71
47.236.93.176,2083,2083,true,SIN,Asia Pacific,Singapore,59,5.71
8.210.66.190,2096,2096,true,HKG,Asia Pacific,Hong Kong,70,5.71
47.243.169.63,2087,2087,true,HKG,Asia Pacific,Hong Kong,103,5.71
8.217.232.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,60,5.70
8.222.134.170,80,80,false,SIN,Asia Pacific,Singapore,14,5.70
47.237.11.182,2082,2082,false,SIN,Asia Pacific,Singapore,13,5.70
8.217.147.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,5.70
47.236.121.23,2096,2096,true,SIN,Asia Pacific,Singapore,42,5.70
47.236.9.152,2083,2083,true,SIN,Asia Pacific,Singapore,96,5.70
47.236.166.131,2053,2053,true,SIN,Asia Pacific,Singapore,45,5.69
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,14,5.69
47.236.171.205,2053,2053,true,SIN,Asia Pacific,Singapore,97,5.69
47.236.165.25,2053,2053,true,SIN,Asia Pacific,Singapore,77,5.69
47.236.164.215,80,80,false,SIN,Asia Pacific,Singapore,32,5.69
8.217.147.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,5.69
47.243.42.219,8080,8080,false,HKG,Asia Pacific,Hong Kong,67,5.69
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,26,5.69
8.218.207.169,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,5.69
47.237.100.206,2086,2086,false,SIN,Asia Pacific,Singapore,15,5.69
47.236.167.231,2096,2096,true,SIN,Asia Pacific,Singapore,133,5.68
47.236.9.152,2087,2087,true,SIN,Asia Pacific,Singapore,96,5.68
8.222.134.170,2086,2086,false,SIN,Asia Pacific,Singapore,4,5.68
8.222.193.65,2082,2082,false,SIN,Asia Pacific,Singapore,4,5.67
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,20,5.67
47.236.145.85,2083,2083,true,SIN,Asia Pacific,Singapore,77,5.67
47.243.91.58,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,5.67
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,13,5.67
47.236.145.85,443,443,true,SIN,Asia Pacific,Singapore,49,5.67
8.222.134.170,2082,2082,false,SIN,Asia Pacific,Singapore,26,5.66
47.236.125.62,2083,2083,true,NRT,Asia Pacific,Tokyo,120,5.66
47.237.86.185,2095,2095,false,SIN,Asia Pacific,Singapore,38,5.66
47.236.104.11,2052,2052,false,SIN,Asia Pacific,Singapore,15,5.66
8.222.150.197,8080,8080,false,SIN,Asia Pacific,Singapore,17,5.65
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,16,5.65
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,5.65
8.219.49.65,2087,2087,true,SIN,Asia Pacific,Singapore,27,5.64
47.237.94.140,2096,2096,true,SIN,Asia Pacific,Singapore,118,5.64
47.236.144.196,80,80,false,SIN,Asia Pacific,Singapore,12,5.63
8.210.174.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,5.63
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,5.63
47.243.139.243,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,5.63
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,5.63
8.210.34.188,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,5.63
8.219.174.213,2083,2083,true,SIN,Asia Pacific,Singapore,67,5.62
47.236.125.62,2096,2096,true,NRT,Asia Pacific,Tokyo,142,5.62
47.237.86.185,2082,2082,false,SIN,Asia Pacific,Singapore,21,5.62
8.219.229.190,2053,2053,true,SIN,Asia Pacific,Singapore,80,5.62
47.236.254.120,8080,8080,false,SIN,Asia Pacific,Singapore,49,5.62
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,79,5.62
47.242.252.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,5.61
8.217.248.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,67,5.61
47.91.75.33,443,443,true,FRA,Europe,Frankfurt,253,5.61
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,92,5.61
47.236.146.249,2053,2053,true,SIN,Asia Pacific,Singapore,67,5.61
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,5.60
47.237.92.26,8443,8443,true,SIN,Asia Pacific,Singapore,105,5.60
47.236.125.62,80,80,false,NRT,Asia Pacific,Tokyo,105,5.60
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,9,5.60
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,8,5.60
8.222.134.170,2086,2086,false,SIN,Asia Pacific,Singapore,17,5.59
8.222.214.231,8443,8443,true,SIN,Asia Pacific,Singapore,66,5.59
8.219.6.150,2087,2087,true,SIN,Asia Pacific,Singapore,71,5.59
47.76.49.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,5.58
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,5.58
8.222.175.6,443,443,true,SIN,Asia Pacific,Singapore,51,5.58
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,10,5.58
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,5.58
47.254.144.218,443,443,true,FRA,Europe,Frankfurt,250,5.57
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,23,5.57
47.243.91.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,5.57
47.236.174.206,2053,2053,true,SIN,Asia Pacific,Singapore,94,5.57
47.243.139.243,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,5.57
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,30,5.56
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,5.56
8.218.8.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,5.56
47.237.0.31,2082,2082,false,SIN,Asia Pacific,Singapore,24,5.55
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,26,5.55
8.219.132.64,8443,8443,true,SIN,Asia Pacific,Singapore,77,5.55
47.236.174.206,2096,2096,true,SIN,Asia Pacific,Singapore,80,5.54
47.236.171.205,80,80,false,SIN,Asia Pacific,Singapore,17,5.54
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,23,5.54
8.222.193.65,2087,2087,true,SIN,Asia Pacific,Singapore,72,5.54
8.219.174.213,2095,2095,false,SIN,Asia Pacific,Singapore,4,5.54
8.210.34.188,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,5.53
8.217.91.121,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,5.53
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,45,5.53
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,22,5.53
8.218.8.142,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,5.53
8.210.203.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,5.53
8.218.207.169,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,5.52
47.236.144.196,2086,2086,false,SIN,Asia Pacific,Singapore,10,5.52
8.210.175.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,5.52
8.222.137.192,2053,2053,true,SIN,Asia Pacific,Singapore,68,5.52
8.219.139.13,2083,2083,true,SIN,Asia Pacific,Singapore,113,5.51
47.237.95.146,2053,2053,true,SIN,Asia Pacific,Singapore,61,5.51
8.218.243.95,8443,8443,true,HKG,Asia Pacific,Hong Kong,107,5.50
47.243.74.220,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,5.50
8.219.194.170,2052,2052,false,SIN,Asia Pacific,Singapore,18,5.49
8.219.139.13,2053,2053,true,SIN,Asia Pacific,Singapore,54,5.49
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,11,5.49
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,20,5.49
47.236.171.205,2082,2082,false,SIN,Asia Pacific,Singapore,23,5.49
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,19,5.48
8.222.156.242,8080,8080,false,SIN,Asia Pacific,Singapore,187,5.48
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,60,5.48
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,5.47
8.210.34.188,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,5.47
8.210.203.7,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,5.47
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,30,5.47
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,7,5.47
47.242.252.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,5.47
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,5.47
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,5.46
47.242.17.250,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,5.46
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,5.46
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,6,5.46
8.219.202.130,2095,2095,false,SIN,Asia Pacific,Singapore,10,5.46
47.237.95.156,2083,2083,true,SIN,Asia Pacific,Singapore,60,5.46
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,34,5.46
47.236.205.188,2052,2052,false,SIN,Asia Pacific,Singapore,25,5.46
47.236.237.90,80,80,false,SIN,Asia Pacific,Singapore,23,5.46
8.222.179.231,2095,2095,false,SIN,Asia Pacific,Singapore,5,5.45
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,5.45
47.243.60.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,5.45
47.243.234.9,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,5.45
8.219.4.122,443,443,true,SIN,Asia Pacific,Singapore,32,5.45
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,16,5.45
47.236.169.15,2083,2083,true,SIN,Asia Pacific,Singapore,111,5.45
47.243.139.243,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,5.44
47.245.102.52,8080,8080,false,SIN,Asia Pacific,Singapore,5,5.44
47.243.169.63,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,5.44
8.210.245.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,5.43
47.237.86.185,80,80,false,SIN,Asia Pacific,Singapore,35,5.43
47.242.171.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,5.43
47.237.95.156,2052,2052,false,SIN,Asia Pacific,Singapore,13,5.43
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,5.43
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,5.43
47.236.93.176,8443,8443,true,SIN,Asia Pacific,Singapore,72,5.42
47.236.168.17,2083,2083,true,SIN,Asia Pacific,Singapore,75,5.42
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,162,5.42
8.217.164.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,5.42
8.218.142.253,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,5.42
47.236.144.208,8880,8880,false,SIN,Asia Pacific,Singapore,26,5.42
8.218.136.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,5.42
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,17,5.42
47.245.102.52,2053,2053,true,SIN,Asia Pacific,Singapore,39,5.41
47.237.0.31,2083,2083,true,SIN,Asia Pacific,Singapore,123,5.41
8.210.39.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,5.41
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,43,5.41
8.218.146.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,5.41
47.236.144.208,2083,2083,true,SIN,Asia Pacific,Singapore,96,5.41
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,14,5.41
47.242.202.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,5.41
47.243.60.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,60,5.40
47.243.139.243,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,5.40
47.76.159.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,5.40
47.242.252.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,5.40
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,52,5.39
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,5,5.39
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,7,5.39
47.237.83.20,2087,2087,true,SIN,Asia Pacific,Singapore,165,5.39
8.222.184.198,2053,2053,true,SIN,Asia Pacific,Singapore,56,5.38
47.242.17.250,2082,2082,false,HKG,Asia Pacific,Hong Kong,79,5.38
8.222.184.198,2087,2087,true,SIN,Asia Pacific,Singapore,86,5.38
47.76.159.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,5.38
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,5.38
8.222.164.209,80,80,false,SIN,Asia Pacific,Singapore,9,5.38
8.209.84.69,443,443,true,FRA,Europe,Frankfurt,258,5.38
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,11,5.38
8.222.150.197,2053,2053,true,SIN,Asia Pacific,Singapore,114,5.38
47.243.139.85,2087,2087,true,HKG,Asia Pacific,Hong Kong,97,5.38
8.218.204.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,5.37
8.209.109.212,443,443,true,FRA,Europe,Frankfurt,250,5.37
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,5.37
8.222.222.64,2086,2086,false,SIN,Asia Pacific,Singapore,4,5.37
47.76.80.72,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,5.36
8.218.65.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,5.36
8.222.162.45,2095,2095,false,SIN,Asia Pacific,Singapore,22,5.36
8.217.251.62,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,5.36
8.210.9.129,443,443,true,HKG,Asia Pacific,Hong Kong,45,5.36
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,8,5.36
47.236.166.131,8080,8080,false,SIN,Asia Pacific,Singapore,12,5.36
8.222.150.197,2087,2087,true,SIN,Asia Pacific,Singapore,134,5.36
8.218.146.204,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,5.35
47.242.36.78,2083,2083,true,HKG,Asia Pacific,Hong Kong,114,5.35
8.210.175.109,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,5.35
8.218.8.142,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,5.35
8.217.149.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,5.35
8.222.160.176,2082,2082,false,SIN,Asia Pacific,Singapore,12,5.34
8.219.51.211,443,443,true,SIN,Asia Pacific,Singapore,30,5.34
8.218.8.142,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,5.34
8.218.188.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,109,5.34
47.236.10.182,2096,2096,true,SIN,Asia Pacific,Singapore,67,5.33
8.219.4.122,2095,2095,false,SIN,Asia Pacific,Singapore,4,5.33
8.218.211.17,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,5.33
8.218.207.169,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,5.33
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,33,5.32
47.237.95.13,2053,2053,true,SIN,Asia Pacific,Singapore,113,5.32
47.236.102.102,2083,2083,true,SIN,Asia Pacific,Singapore,46,5.32
47.242.174.27,2087,2087,true,HKG,Asia Pacific,Hong Kong,86,5.32
47.243.90.180,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,5.32
8.218.18.132,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,5.32
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,5.31
47.243.169.63,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,5.31
47.236.237.90,2087,2087,true,SIN,Asia Pacific,Singapore,68,5.30
8.219.78.188,8443,8443,true,SIN,Asia Pacific,Singapore,54,5.30
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,68,5.30
47.237.84.173,2087,2087,true,SIN,Asia Pacific,Singapore,76,5.29
8.222.179.231,2052,2052,false,SIN,Asia Pacific,Singapore,11,5.29
8.222.191.138,80,80,false,SIN,Asia Pacific,Singapore,18,5.29
47.237.10.1,8880,8880,false,SIN,Asia Pacific,Singapore,20,5.29
8.219.51.211,8443,8443,true,SIN,Asia Pacific,Singapore,41,5.29
8.222.156.242,2052,2052,false,SIN,Asia Pacific,Singapore,20,5.29
8.219.111.175,2096,2096,true,SIN,Asia Pacific,Singapore,60,5.28
47.237.95.156,2053,2053,true,SIN,Asia Pacific,Singapore,80,5.28
47.242.155.183,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,5.27
47.236.172.71,2096,2096,true,SIN,Asia Pacific,Singapore,104,5.27
47.237.95.140,2086,2086,false,SIN,Asia Pacific,Singapore,38,5.27
8.222.222.64,8443,8443,true,SIN,Asia Pacific,Singapore,25,5.27
8.218.8.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,5.27
8.218.126.53,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,5.27
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,5.27
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,103,5.27
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,20,5.27
8.210.192.93,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,5.27
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,4,5.27
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,5.27
47.242.202.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,5.26
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,5.26
47.236.144.156,2095,2095,false,SIN,Asia Pacific,Singapore,8,5.26
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,5.26
8.222.137.192,8443,8443,true,SIN,Asia Pacific,Singapore,33,5.26
47.242.252.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,63,5.26
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,5,5.25
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,40,5.25
47.243.139.243,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,5.25
47.237.94.140,8443,8443,true,SIN,Asia Pacific,Singapore,44,5.25
47.237.83.20,2053,2053,true,SIN,Asia Pacific,Singapore,114,5.24
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,5.24
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,14,5.24
47.237.14.220,2053,2053,true,SIN,Asia Pacific,Singapore,60,5.24
47.242.234.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,5.24
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,36,5.24
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,4,5.24
8.219.0.162,443,443,true,SIN,Asia Pacific,Singapore,32,5.23
8.217.251.62,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,5.22
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,24,5.21
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,32,5.21
47.237.86.185,2083,2083,true,SIN,Asia Pacific,Singapore,64,5.21
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,7,5.20
47.236.150.13,2086,2086,false,SIN,Asia Pacific,Singapore,8,5.20
47.242.176.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,5.20
8.218.53.110,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,5.20
8.219.202.130,8080,8080,false,SIN,Asia Pacific,Singapore,17,5.19
47.236.237.90,8880,8880,false,SIN,Asia Pacific,Singapore,23,5.19
47.236.174.206,2053,2053,true,SIN,Asia Pacific,Singapore,64,5.19
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,20,5.18
8.210.39.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,5.18
47.237.14.220,2052,2052,false,SIN,Asia Pacific,Singapore,17,5.18
8.218.174.118,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,5.18
47.236.180.51,2052,2052,false,SIN,Asia Pacific,Singapore,27,5.17
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,5.17
47.76.49.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,5.17
47.243.60.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,5.17
47.237.84.173,80,80,false,SIN,Asia Pacific,Singapore,29,5.17
47.236.75.113,2095,2095,false,SIN,Asia Pacific,Singapore,16,5.17
47.236.102.102,2096,2096,true,SIN,Asia Pacific,Singapore,74,5.17
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,148,5.17
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,49,5.16
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,40,5.16
47.242.54.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,5.16
