IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.146.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,8.02
8.222.136.247,8080,8080,false,SIN,Asia Pacific,Singapore,10,8.01
8.219.161.129,443,443,true,SIN,Asia Pacific,Singapore,104,8.01
8.222.167.147,2053,2053,true,SIN,Asia Pacific,Singapore,73,8.01
8.210.100.23,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,8.01
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,39,8.00
8.222.174.108,8443,8443,true,SIN,Asia Pacific,Singapore,93,7.99
8.218.155.238,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,7.99
47.236.158.158,2087,2087,true,SIN,Asia Pacific,Singapore,107,7.99
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,21,7.99
47.236.118.216,8080,8080,false,SIN,Asia Pacific,Singapore,21,7.99
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,36,7.99
8.222.179.231,2087,2087,true,SIN,Asia Pacific,Singapore,79,7.98
8.222.167.147,2083,2083,true,SIN,Asia Pacific,Singapore,108,7.98
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,114,7.98
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,24,7.97
47.237.84.173,2083,2083,true,SIN,Asia Pacific,Singapore,58,7.97
47.76.204.76,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,7.96
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,7.96
47.237.95.13,8880,8880,false,SIN,Asia Pacific,Singapore,42,7.96
47.237.14.220,8080,8080,false,SIN,Asia Pacific,Singapore,8,7.95
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,28,7.95
47.236.172.95,8880,8880,false,SIN,Asia Pacific,Singapore,35,7.95
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,26,7.95
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,37,7.95
47.236.174.206,2052,2052,false,SIN,Asia Pacific,Singapore,20,7.95
8.222.174.108,2082,2082,false,SIN,Asia Pacific,Singapore,17,7.95
47.237.94.140,2087,2087,true,SIN,Asia Pacific,Singapore,97,7.95
47.242.176.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,119,7.94
47.242.54.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,7.94
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.94
47.236.180.51,2095,2095,false,SIN,Asia Pacific,Singapore,52,7.94
8.222.249.190,2053,2053,true,SIN,Asia Pacific,Singapore,79,7.94
8.218.2.181,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,7.93
47.236.170.54,2082,2082,false,SIN,Asia Pacific,Singapore,18,7.93
8.219.191.40,2083,2083,true,SIN,Asia Pacific,Singapore,117,7.92
47.243.234.9,8443,8443,true,HKG,Asia Pacific,Hong Kong,126,7.92
8.219.122.55,2087,2087,true,SIN,Asia Pacific,Singapore,83,7.92
8.210.175.109,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,7.91
8.218.243.95,2083,2083,true,HKG,Asia Pacific,Hong Kong,88,7.91
8.218.222.36,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,7.91
8.222.150.197,2096,2096,true,SIN,Asia Pacific,Singapore,98,7.91
8.217.149.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,7.90
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,68,7.90
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,11,7.90
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,7.89
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,26,7.89
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,21,7.89
8.219.174.213,2096,2096,true,SIN,Asia Pacific,Singapore,86,7.89
47.236.102.102,2082,2082,false,SIN,Asia Pacific,Singapore,17,7.88
47.236.205.188,2052,2052,false,SIN,Asia Pacific,Singapore,32,7.88
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,45,7.88
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,21,7.88
47.237.95.140,2095,2095,false,SIN,Asia Pacific,Singapore,23,7.87
8.217.221.165,2087,2087,true,HKG,Asia Pacific,Hong Kong,107,7.87
47.236.144.196,8880,8880,false,SIN,Asia Pacific,Singapore,20,7.86
47.243.67.28,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,7.86
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,7.86
8.210.192.93,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,7.85
47.237.83.20,2083,2083,true,SIN,Asia Pacific,Singapore,104,7.85
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,7.85
8.219.49.65,2095,2095,false,SIN,Asia Pacific,Singapore,13,7.85
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,7.84
47.242.36.78,2053,2053,true,HKG,Asia Pacific,Hong Kong,75,7.84
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,29,7.83
8.217.159.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,7.83
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,7.83
47.242.202.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,124,7.83
8.222.136.247,2053,2053,true,SIN,Asia Pacific,Singapore,33,7.82
8.219.106.156,2083,2083,true,SIN,Asia Pacific,Singapore,4,7.81
8.219.11.158,8443,8443,true,SIN,Asia Pacific,Singapore,15,7.81
8.222.183.242,8443,8443,true,SIN,Asia Pacific,Singapore,84,7.81
47.236.165.25,8443,8443,true,SIN,Asia Pacific,Singapore,98,7.80
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,7.80
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,7.79
8.219.78.1,2083,2083,true,SIN,Asia Pacific,Singapore,82,7.79
8.218.204.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,7.79
47.236.80.110,2086,2086,false,SIN,Asia Pacific,Singapore,37,7.78
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,16,7.78
47.236.75.113,2095,2095,false,SIN,Asia Pacific,Singapore,10,7.78
47.236.166.131,2096,2096,true,SIN,Asia Pacific,Singapore,81,7.77
8.210.39.96,80,80,false,HKG,Asia Pacific,Hong Kong,36,7.77
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,18,7.76
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.76
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,19,7.76
8.219.97.50,2052,2052,false,SIN,Asia Pacific,Singapore,18,7.75
47.236.118.216,2082,2082,false,SIN,Asia Pacific,Singapore,32,7.75
47.236.121.23,2083,2083,true,SIN,Asia Pacific,Singapore,69,7.74
47.237.81.112,2052,2052,false,SIN,Asia Pacific,Singapore,35,7.74
8.218.204.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,7.74
8.210.39.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,7.74
47.236.97.90,2082,2082,false,SIN,Asia Pacific,Singapore,21,7.73
8.222.160.176,2087,2087,true,SIN,Asia Pacific,Singapore,81,7.73
8.210.174.156,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,7.73
8.219.87.30,2087,2087,true,SIN,Asia Pacific,Singapore,38,7.73
8.222.180.86,8443,8443,true,SIN,Asia Pacific,Singapore,154,7.73
47.237.95.146,2095,2095,false,SIN,Asia Pacific,Singapore,44,7.73
8.217.145.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,7.73
8.217.159.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,7.73
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,12,7.73
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,7.73
8.219.163.195,8443,8443,true,SIN,Asia Pacific,Singapore,87,7.73
8.222.150.197,2095,2095,false,SIN,Asia Pacific,Singapore,21,7.72
8.219.87.30,8443,8443,true,SIN,Asia Pacific,Singapore,98,7.72
8.219.98.13,2087,2087,true,SIN,Asia Pacific,Singapore,50,7.72
8.210.55.134,2086,2086,false,HKG,Asia Pacific,Hong Kong,68,7.72
47.237.82.15,2053,2053,true,SIN,Asia Pacific,Singapore,100,7.72
8.218.201.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,7.71
8.210.66.190,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,7.71
8.222.244.192,2083,2083,true,SIN,Asia Pacific,Singapore,82,7.71
8.219.1.92,2082,2082,false,SIN,Asia Pacific,Singapore,4,7.71
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,19,7.71
47.237.82.15,2095,2095,false,SIN,Asia Pacific,Singapore,25,7.71
47.236.117.48,2083,2083,true,SIN,Asia Pacific,Singapore,18,7.70
8.222.244.192,2053,2053,true,SIN,Asia Pacific,Singapore,100,7.70
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,21,7.70
47.243.60.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,7.69
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,7.69
47.242.157.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,7.68
8.217.149.28,2053,2053,true,HKG,Asia Pacific,Hong Kong,110,7.68
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,97,7.68
47.236.130.95,443,443,true,SIN,Asia Pacific,Singapore,49,7.68
8.222.215.228,2053,2053,true,SIN,Asia Pacific,Singapore,46,7.67
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,107,7.67
8.222.137.192,8443,8443,true,SIN,Asia Pacific,Singapore,84,7.67
47.242.36.78,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,7.67
8.217.193.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,118,7.67
8.222.180.86,8080,8080,false,SIN,Asia Pacific,Singapore,16,7.67
8.219.209.14,2082,2082,false,SIN,Asia Pacific,Singapore,15,7.67
8.219.97.50,2087,2087,true,SIN,Asia Pacific,Singapore,82,7.66
8.222.222.64,2053,2053,true,SIN,Asia Pacific,Singapore,48,7.66
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,14,7.66
47.237.86.185,80,80,false,SIN,Asia Pacific,Singapore,11,7.66
8.219.49.65,80,80,false,SIN,Asia Pacific,Singapore,19,7.66
8.219.50.180,8443,8443,true,SIN,Asia Pacific,Singapore,31,7.65
8.217.85.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,144,7.65
8.217.147.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,115,7.64
8.219.50.180,8080,8080,false,SIN,Asia Pacific,Singapore,4,7.64
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,7.64
8.219.163.195,2096,2096,true,SIN,Asia Pacific,Singapore,44,7.63
8.210.175.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,7.63
8.222.165.117,8080,8080,false,SIN,Asia Pacific,Singapore,19,7.63
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,36,7.62
47.237.10.1,2053,2053,true,SIN,Asia Pacific,Singapore,77,7.62
8.218.155.238,80,80,false,HKG,Asia Pacific,Hong Kong,44,7.62
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,16,7.62
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,91,7.61
47.242.36.78,80,80,false,HKG,Asia Pacific,Hong Kong,51,7.61
47.243.183.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,115,7.61
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,7.61
47.242.252.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,7.60
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,5,7.60
8.219.0.162,2096,2096,true,SIN,Asia Pacific,Singapore,8,7.59
47.236.169.141,2086,2086,false,SIN,Asia Pacific,Singapore,18,7.58
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,37,7.58
47.242.155.183,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,7.58
47.237.92.26,2095,2095,false,SIN,Asia Pacific,Singapore,18,7.58
8.217.248.220,2083,2083,true,HKG,Asia Pacific,Hong Kong,98,7.57
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,69,7.57
8.218.142.253,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,7.57
47.237.10.1,8443,8443,true,SIN,Asia Pacific,Singapore,100,7.57
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,35,7.56
8.218.243.95,2053,2053,true,HKG,Asia Pacific,Hong Kong,96,7.56
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,58,7.56
8.218.211.17,2096,2096,true,HKG,Asia Pacific,Hong Kong,112,7.56
47.237.95.146,2082,2082,false,SIN,Asia Pacific,Singapore,14,7.56
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,60,7.55
8.222.208.38,8443,8443,true,SIN,Asia Pacific,Singapore,58,7.55
47.236.117.48,2087,2087,true,SIN,Asia Pacific,Singapore,64,7.55
47.243.27.217,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,7.55
47.243.27.217,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,7.54
8.219.209.14,2052,2052,false,SIN,Asia Pacific,Singapore,17,7.54
8.219.210.57,2083,2083,true,SIN,Asia Pacific,Singapore,85,7.54
8.222.249.190,2052,2052,false,SIN,Asia Pacific,Singapore,12,7.52
47.236.237.90,8443,8443,true,SIN,Asia Pacific,Singapore,71,7.52
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,134,7.51
47.236.150.13,2087,2087,true,SIN,Asia Pacific,Singapore,50,7.50
8.210.66.190,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,7.50
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.50
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,7.50
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,20,7.50
47.236.202.91,2052,2052,false,SIN,Asia Pacific,Singapore,39,7.48
47.237.8.82,2086,2086,false,SIN,Asia Pacific,Singapore,27,7.48
47.243.60.150,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,7.48
47.238.6.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,7.48
8.210.175.109,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,7.48
47.237.86.185,2052,2052,false,SIN,Asia Pacific,Singapore,10,7.48
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,11,7.47
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,2,7.47
8.217.250.5,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,7.47
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,4,7.47
47.242.36.78,8443,8443,true,HKG,Asia Pacific,Hong Kong,52,7.46
47.236.172.71,2087,2087,true,SIN,Asia Pacific,Singapore,145,7.46
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,45,7.45
47.236.168.17,2095,2095,false,SIN,Asia Pacific,Singapore,24,7.45
47.237.100.206,2095,2095,false,SIN,Asia Pacific,Singapore,20,7.45
47.236.5.223,2095,2095,false,SIN,Asia Pacific,Singapore,13,7.45
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,15,7.44
47.237.82.15,80,80,false,SIN,Asia Pacific,Singapore,12,7.44
8.217.250.5,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,7.44
8.217.149.28,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,7.43
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,26,7.42
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,7.42
8.219.198.139,8080,8080,false,SIN,Asia Pacific,Singapore,39,7.42
47.243.91.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,7.42
47.242.157.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,79,7.41
8.222.156.242,2083,2083,true,SIN,Asia Pacific,Singapore,57,7.41
8.219.229.190,80,80,false,SIN,Asia Pacific,Singapore,21,7.41
8.219.0.162,443,443,true,SIN,Asia Pacific,Singapore,44,7.41
47.236.87.246,8443,8443,true,SIN,Asia Pacific,Singapore,80,7.41
47.237.95.156,8080,8080,false,SIN,Asia Pacific,Singapore,12,7.40
47.237.86.185,2096,2096,true,SIN,Asia Pacific,Singapore,78,7.40
8.219.142.191,2082,2082,false,SIN,Asia Pacific,Singapore,75,7.40
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,7.40
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,38,7.39
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,77,7.39
8.222.249.190,80,80,false,SIN,Asia Pacific,Singapore,6,7.39
8.222.156.242,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.38
8.222.160.176,2053,2053,true,SIN,Asia Pacific,Singapore,57,7.38
8.210.66.190,80,80,false,HKG,Asia Pacific,Hong Kong,48,7.38
47.236.158.158,2083,2083,true,SIN,Asia Pacific,Singapore,52,7.38
8.222.167.147,80,80,false,SIN,Asia Pacific,Singapore,52,7.38
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,44,7.37
47.236.172.95,8880,8880,false,SIN,Asia Pacific,Singapore,16,7.37
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,4,7.36
47.236.149.107,2083,2083,true,SIN,Asia Pacific,Singapore,31,7.36
47.236.102.102,2095,2095,false,SIN,Asia Pacific,Singapore,11,7.36
47.88.15.127,443,443,true,SJC,North America,San Jose,475,7.36
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,45,7.36
8.219.170.232,2082,2082,false,SIN,Asia Pacific,Singapore,39,7.35
8.219.5.10,2096,2096,true,SIN,Asia Pacific,Singapore,43,7.35
8.222.164.209,2087,2087,true,SIN,Asia Pacific,Singapore,72,7.35
8.218.126.53,2053,2053,true,HKG,Asia Pacific,Hong Kong,212,7.35
47.236.146.249,2053,2053,true,SIN,Asia Pacific,Singapore,97,7.35
47.243.139.243,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,7.35
8.222.214.231,2082,2082,false,SIN,Asia Pacific,Singapore,13,7.35
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,71,7.34
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,20,7.34
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,11,7.33
47.236.144.196,2095,2095,false,SIN,Asia Pacific,Singapore,30,7.33
47.236.172.71,2096,2096,true,SIN,Asia Pacific,Singapore,68,7.33
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,60,7.33
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,9,7.32
8.210.174.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,7.32
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,7.32
47.242.176.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,7.32
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,33,7.32
8.219.67.133,8880,8880,false,SIN,Asia Pacific,Singapore,17,7.32
8.222.134.170,2087,2087,true,SIN,Asia Pacific,Singapore,72,7.31
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,26,7.31
8.222.144.50,2083,2083,true,SIN,Asia Pacific,Singapore,68,7.31
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,7.31
47.236.104.11,8080,8080,false,SIN,Asia Pacific,Singapore,30,7.30
8.219.209.14,80,80,false,SIN,Asia Pacific,Singapore,16,7.30
47.236.237.90,2053,2053,true,SIN,Asia Pacific,Singapore,127,7.30
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,82,7.30
47.242.252.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,7.30
47.236.17.193,2053,2053,true,SIN,Asia Pacific,Singapore,30,7.30
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,22,7.29
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,34,7.29
47.243.67.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,7.29
8.217.250.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,7.29
47.236.130.95,2082,2082,false,SIN,Asia Pacific,Singapore,10,7.29
8.219.5.10,2053,2053,true,SIN,Asia Pacific,Singapore,35,7.29
8.210.175.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,7.29
47.243.234.9,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,7.28
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,51,7.28
8.218.136.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,7.28
8.219.199.220,8880,8880,false,SIN,Asia Pacific,Singapore,28,7.28
47.242.17.250,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,7.28
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,85,7.27
8.219.147.58,2053,2053,true,SIN,Asia Pacific,Singapore,59,7.27
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,7,7.27
47.76.159.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,7.27
47.236.121.23,8443,8443,true,SIN,Asia Pacific,Singapore,62,7.27
8.210.119.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,7.26
8.217.221.165,80,80,false,HKG,Asia Pacific,Hong Kong,36,7.26
8.217.193.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,7.26
8.218.85.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,63,7.26
47.241.209.61,443,443,true,SIN,Asia Pacific,Singapore,40,7.25
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,27,7.25
47.236.144.48,2096,2096,true,SIN,Asia Pacific,Singapore,68,7.25
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,7.25
8.219.77.222,80,80,false,SIN,Asia Pacific,Singapore,14,7.25
47.236.169.15,8443,8443,true,SIN,Asia Pacific,Singapore,82,7.24
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,7.24
8.222.179.231,8080,8080,false,SIN,Asia Pacific,Singapore,13,7.24
8.218.188.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,272,7.24
8.219.170.232,2086,2086,false,SIN,Asia Pacific,Singapore,15,7.24
47.236.17.193,2083,2083,true,SIN,Asia Pacific,Singapore,99,7.24
47.236.170.225,8443,8443,true,SIN,Asia Pacific,Singapore,92,7.23
47.236.144.156,2053,2053,true,SIN,Asia Pacific,Singapore,109,7.23
47.236.168.17,2053,2053,true,SIN,Asia Pacific,Singapore,75,7.23
8.222.137.192,2053,2053,true,SIN,Asia Pacific,Singapore,95,7.23
8.219.210.64,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.23
47.237.82.15,2087,2087,true,SIN,Asia Pacific,Singapore,83,7.22
47.236.145.85,2087,2087,true,SIN,Asia Pacific,Singapore,85,7.22
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,7.22
8.219.86.200,8880,8880,false,SIN,Asia Pacific,Singapore,29,7.22
8.217.207.60,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,7.21
47.236.125.62,8080,8080,false,NRT,Asia Pacific,Tokyo,83,7.21
47.243.169.63,80,80,false,HKG,Asia Pacific,Hong Kong,45,7.21
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,27,7.21
8.219.170.232,2086,2086,false,SIN,Asia Pacific,Singapore,51,7.21
47.236.117.48,2053,2053,true,SIN,Asia Pacific,Singapore,54,7.21
47.238.6.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,53,7.20
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,103,7.20
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,22,7.20
8.218.155.238,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,7.19
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,32,7.19
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,7.19
47.236.149.107,2053,2053,true,SIN,Asia Pacific,Singapore,82,7.18
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,46,7.18
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,19,7.17
8.219.174.142,8443,8443,true,SIN,Asia Pacific,Singapore,74,7.17
8.219.170.232,2052,2052,false,SIN,Asia Pacific,Singapore,16,7.17
47.236.164.215,443,443,true,SIN,Asia Pacific,Singapore,83,7.16
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,7.16
47.76.159.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,7.16
8.218.155.238,2082,2082,false,HKG,Asia Pacific,Hong Kong,63,7.15
8.218.204.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,98,7.15
8.219.198.34,2053,2053,true,SIN,Asia Pacific,Singapore,56,7.15
8.222.146.222,2095,2095,false,SIN,Asia Pacific,Singapore,10,7.15
47.236.75.113,8443,8443,true,SIN,Asia Pacific,Singapore,98,7.14
8.222.183.242,2087,2087,true,SIN,Asia Pacific,Singapore,53,7.14
8.218.18.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,7.14
8.222.137.192,80,80,false,SIN,Asia Pacific,Singapore,11,7.14
47.237.95.146,8443,8443,true,SIN,Asia Pacific,Singapore,88,7.13
8.218.155.238,2086,2086,false,HKG,Asia Pacific,Hong Kong,78,7.13
8.210.175.109,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,7.13
8.222.134.170,2096,2096,true,SIN,Asia Pacific,Singapore,72,7.13
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,29,7.13
8.218.143.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,64,7.12
8.217.127.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,52,7.11
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,48,7.11
47.236.171.205,80,80,false,SIN,Asia Pacific,Singapore,12,7.11
47.243.139.243,2052,2052,false,HKG,Asia Pacific,Hong Kong,69,7.10
47.236.164.215,8443,8443,true,SIN,Asia Pacific,Singapore,68,7.09
47.242.54.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,7.08
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,7.08
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,49,7.07
47.242.17.250,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,7.07
8.210.34.188,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,7.07
47.243.206.150,80,80,false,HKG,Asia Pacific,Hong Kong,66,7.07
8.222.191.138,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.06
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,12,7.06
8.222.144.50,2082,2082,false,SIN,Asia Pacific,Singapore,16,7.06
8.217.145.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,7.06
8.217.49.34,8880,8880,false,HKG,Asia Pacific,Hong Kong,70,7.06
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,24,7.05
8.210.39.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,7.05
8.210.203.7,2053,2053,true,HKG,Asia Pacific,Hong Kong,38,7.05
